,Index,recipe_id,recipe_name,ingredients,cooking_directions,prep_time,cook_time,total_time,Difficulty,image_url
262,262,174452,Chicken Seasoning Blend,sea salt^dried basil^crushed dried rosemary^garlic powder^dry mustard powder^paprika^ground black pepper^ground dried thyme^celery seed^dried parsley^ground cumin^cayenne pepper^chicken bouillon granules,"[  ^ directions : Prep  ^,  5 m  ^  Ready In  ^  5 m  ^   ^Mix the salt, basil, rosemary, garlic powder, mustard, paprika, black pepper, thyme, celery seed, parsley, cumin, cayenne pepper, and chicken bouillon together until blended.   ^]",5,5,10,easy,https://images.media-allrecipes.com/userphotos/720x405/2616106.jpg
263,263,230867,Buffalo Chicken Wing Sliders,ground chicken^dry bread crumbs^egg^hot wing sauce^warm water^slider-size burger buns,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  10 m  ^  Ready In  ^  25 m  ^  Mix ground chicken, bread crumbs, egg, and wing sauce together in a large bowl. Add enough water to the chicken mixture so it is a little sticky; shape into patties about 3 inches in diameter.  ^   ^Heat a large skillet over medium-high heat. Cook patties in hot skillet until burgers are hot and no longer pink in the middle, about 4 minutes per side. Serve on buns.   ^]",15,10,25,easy,https://images.media-allrecipes.com/userphotos/720x405/4997065.jpg
264,264,215594,Lahmacun Turkish Pizza,For the Lamb Sauce:^chopped garlic^yellow onion^chopped fresh basil^chopped fresh parsley^chopped fresh mint^paprika^ground cumin^ground coriander seed^green bell pepper^red bell pepper^lemon juiced^olive oil^roma (plum) tomatoes halved^lean ground lamb^double concentrated tomato paste^cayenne pepper to taste^salt to taste^For the Dough:^active dry yeast^white sugar^warm water (110 degrees F/45 degrees C)^all-purpose flour^salt^vegetable oil^water^For the Garlic Sauce:^plain yogurt^chopped fresh parsley^crushed garlic^salt and ground black pepper to taste^For the Garnish:^shredded green cabbage^shredded red cabbage,"[ \ directions\ :  ^Prep  ^  2 h  ^  Cook  ^  20 m  ^  Ready In  ^  1 d 3 h 20 m  ^  Heat a large skillet over medium-high heat. Combine the garlic, onion, basil, parsley, mint, paprika, cumin, coriander, diced bell peppers, lemon juice, and olive oil in a food processor. Pulse the vegetables until finely chopped. Add the halved tomatoes and process until the mixture is a thick puree.  ^  Place the lamb in the preheated skillet and reduce the heat to medium. Add the puree and the tomato paste and mix well. Cook and stir until the lamb is cooked through, 10 to 15 minutes. Stir in cayenne pepper and salt to taste. Transfer the mixture to a shallow baking dish to cool to room temperature. Cover with plastic wrap and refrigerate overnight.  ^  Dissolve the yeast and sugar in 1 cup warm water. Combine the flour and salt in a mixing bowl and stir well. Add the vegetable oil and 1/2 cup water to the yeast mixture and pour it over the flour. Use your hands to mix the dough. Turn the dough out onto a lightly floured surface and knead until smooth and elastic, about 8 minutes.  ^  Shape the dough into a ball and transfer to an oiled bowl. Cover with a wet towel and let rise in a warm place until doubled in bulk, about 1 hour. Remove the lamb sauce from the refrigerator and allow it to come up to room temperature. Prepare the garlic sauce: combine the yogurt, parsley, crushed garlic, and salt and pepper to taste. Stir well and set aside.  ^  Punch the dough down, transfer it to a floured work surface, and cut the dough into 10 portions. Shape each portion into a round. Flatten each round with your hand; use a rolling pin to roll each piece into a 10-inch circle. The dough should be thin, like a crepe. Place the rounds on parchment paper.  ^  Preheat an oven to 500 degrees F (260 degrees C).  ^  Stir the lamb sauce and then spoon it onto a dough round. Spread it thinly to the edges and press down lightly so it sticks to the dough. Bake pizzas on parchment paper-lined baking sheets on the lowest oven rack until the edges are a light tan color, 8 to 10 minutes.  ^  Place on a wire rack to cool. The pizzas can be stored in an airtight container in the refrigerator for three days or in the freezer for three months. To reheat, place the pizzas in a 350 degree F oven (175 degrees C) for 8 minutes.  ^  To assemble the lahmacun, drizzle with garlic sauce, top with shredded cabbage, and roll up to eat. See the Cook\ s Notes for other garnish ideas.  ^ ]",0,20,20,easy,https://images.media-allrecipes.com/userphotos/720x405/4549865.jpg
265,265,244632,Turkish Chicken Kebabs,whole-milk Greek yogurt^freshly squeezed lemon juice^olive oil^ketchup^garlic^Aleppo red pepper flakes^kosher salt^ground cumin^freshly ground black pepper^paprika^ground cinnamon^boneless skinless chicken thighs^long metal skewers,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  12 m  ^  Ready In  ^  2 h 27 m  ^  Whisk yogurt, lemon juice, olive oil, ketchup, garlic, red pepper flakes, salt, cumin, black pepper, paprika, and cinnamon together in a bowl.  ^  Place chicken thigh halves into the yogurt marinade and coat them thoroughly on all sides. Cover bowl with plastic wrap and refrigerate 2 to 8 hours.  ^  Preheat an outdoor grill for medium-high heat and lightly oil the grate.  ^  Using 2 skewers for each kebab, thread half of the chicken thighs onto each pair of skewers making a fairly thick   ^log  ^ shape.  ^   ^Place kebabs on grill. Do not try to turn them until they begin to unstick from the grill, 3 or 4 minutes. Turn kebabs and grill the other side 3 or 4 minutes; turn. Continue cooking and turning until chicken is no longer pink in the center and the juices run clear, about 6 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).   ^]",15,12,27,easy,https://images.media-allrecipes.com/userphotos/720x405/2258517.jpg
266,266,239248,Bruschetta Chicken,boneless skinless chicken breasts^Mazola® Corn Oil^balsamic vinegar^garlic cloves^Spice Islands® Italian Herb Seasoning^Spice Islands® Fine Grind Sea Salt^Spice Islands® Fine Grind Black Pepper^diced plum tomatoes^diced red onion^shredded Italian blend cheese^finely chopped fresh basil,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  8 m  ^  Ready In  ^  33 m  ^  Place chicken breasts in a large resealable plastic freezer bag, one at a time. Lightly pound chicken breasts to an even thickness of about 3/4-inch. Combine oil, balsamic vinegar, garlic, Italian herb seasoning, salt and pepper in a small bowl and whisk until combined. Pour half of the marinade over the chicken, reseal bag, and set aside to marinate for at least 15 minutes. (Chicken and marinade can be prepared ahead; covered and refrigerated overnight.)  ^   ^Preheat grill to medium heat or about 350 degrees F. Combine remaining marinade with diced tomatoes and red onion; set aside. Transfer chicken from marinade onto grill surface and discard marinade. Grill chicken for 4 to 6 minutes per side or until cooked through. Transfer the chicken to a serving plate and sprinkle with shredded cheese. Spoon bruschetta mixture over chicken and top with basil; serve immediately.   ^]",10,8,18,easy,https://images.media-allrecipes.com/userphotos/250x250/300072.jpg
267,267,139044,Salt and Spice Pork Wrap,boneless pork loin chop^onion salt^cayenne pepper^fresh-ground black pepper^vegetable oil^flour tortilla^salsa^shredded Cheddar cheese,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  10 m  ^  Ready In  ^  15 m  ^  Season pork chop with onion salt, cayenne, and pepper. Heat vegetable oil in a skillet over medium heat. Add the pork chop and cook until lightly browned on both sides, about 4 minutes per side. Cut pork chop into 1/4 inch strips, return to the skillet, and cook until no longer pink.  ^   ^Smear the center of the tortilla with salsa or guacamole; sprinkle with Cheddar cheese. Place pork strips on top of the cheese and roll tortilla up into a wrap.   ^]",5,10,15,easy,https://images.media-allrecipes.com/userphotos/250x250/215315.jpg
268,268,228664,Slow Cooker Ham and Bean Soup,15-bean soup mix^ham bone^cubed fully cooked ham^chicken broth^water^onion^carrots^great Northern beans drained and rinsed^garlic^freshly ground black pepper^salt^bay leaf,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  8 m  ^  Ready In  ^  8 h 23 m  ^  Place 15-bean soup mix in a large bowl and cover with several inches of cool water; soak in refrigerator 8 hours to overnight. Drain and rinse.  ^   ^Place 15-bean soup mix, ham bone, cooked ham, chicken broth, water, onion, carrots, great Northern beans, garlic, black pepper, salt, and bay leaf in a slow cooker; stir to combine. Cook on Low for 8 to 10 hours.   ^]",15,8,23,easy,https://images.media-allrecipes.com/userphotos/250x250/300629.jpg
269,269,256935,Poke-Style Wings,oil for deep frying^chicken wings^soy sauce (such as Aloha™ Shoyu)^sesame oil^pink Hawaiian salt^ground macadamia nuts^red pepper flakes,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  12 m  ^  Ready In  ^  22 m  ^  Heat oil in a deep-fryer or large saucepan to 375 degrees F (190 degrees C).  ^  Pat wings with paper towels until completely dry.  ^  Fry wings in the hot oil until very crisp and no longer pink in the center, 12 to 15 minutes. Transfer wings to a paper towel-lined plate using a slotted spoon.  ^   ^Mix soy sauce and sesame oil together in a large bowl; add wings and toss until completely covered. Sprinkle salt, macadamia nuts, and red pepper flakes over wings and toss to coat.   ^]",10,12,22,easy,https://images.media-allrecipes.com/userphotos/720x405/3975821.jpg
270,270,255742,CSC (Cinnamon Sugar Cocoa) Fried Chicken Strips,egg^egg white^heavy whipping cream^garlic salt^all-purpose flour^cocoa powder^cinnamon sugar^vegetable oil^boneless chicken breasts,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  10 m  ^  Ready In  ^  34 m  ^  Whisk egg, egg white, heavy cream, and garlic salt together in a small bowl.  ^  Combine flour, cocoa powder, and cinnamon sugar in a separate small bowl.  ^  Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C).  ^  Place half of the chicken into the egg mixture; let sit for 2 minutes. Remove chicken from egg mixture and place in the flour mixture, turning to coat all sides. Place the coated chicken pieces onto a paper towel. Repeat dipping the the remaining chicken in the egg mixture and the flour mixture.  ^   ^Gently place the first batch of coated chicken in the hot oil; fry until chicken is cooked through and floats to the top, about 5 to 8 minutes. Transfer cooked chicken to a plate lined with fresh paper towels. Repeat frying with the second batch of chicken. Let chicken rest for 5 minutes before eating.   ^]",15,10,25,easy,https://images.media-allrecipes.com/userphotos/720x405/3964448.jpg
271,271,247282,Turkey Chorizo Burger,lean ground turkey^links Mexican chorizo sausage^garlic^onion powder^chipotle chile flakes^ground black pepper^buttery spread^pepperjack cheese^hamburger buns^mayonnaise divided^spring mix lettuce divided^lime juiced,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  15 m  ^  Ready In  ^  25 m  ^  Combine ground turkey, chorizo, garlic, onion powder, chipotle flakes, and black pepper in a large bowl; mix with your hands until well-blended. Shape into 4 loosely-packed patties.  ^  Heat a griddle or large skillet over medium heat until hot; grease with buttery spread. Place patties on the griddle; cook until browned, about 3 minutes. Reduce heat to medium-low; continue cooking for about 5 minutes. Flip patties and cook until browned on the second side, about 6 minutes.  ^  Top each patty with a slice of pepperjack cheese. Cook until cheese is melted, about 1 minute more.  ^   ^Toast hamburger buns in a toaster oven. Spread 1 1/2 teaspoon mayonnaise over each half. Place cooked patties over bottom buns. Top each patty with 1/2 cup spring mix lettuce. Sprinkle lime juice over lettuce. Cover with top buns.   ^]",10,15,25,easy,https://images.media-allrecipes.com/userphotos/720x405/872313.jpg
272,272,260238,Marko's Smokin' Barbeque Sauce Pork Salad,chopped lettuce^canned black beans drained^Mexican style corn^shredded smoked pork^cherry tomatoes halved^shredded Cheddar cheese^barbeque sauce (such as Marko's Original Smokin' BBQ sauce),"[  ^ directions : Prep  ^,  10 m  ^  Ready In  ^  10 m  ^   ^Combine lettuce, black beans, corn, pork, and tomatoes in a bowl. Add cheese; mix thoroughly. Drizzle barbeque sauce on top.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/1339900.jpg
273,273,68583,Dutch Croquetten,lean ground veal^butter^all-purpose flour^milk^chicken broth^paprika^chili powder (optional)^curry powder (optional)^salt^pepper^Worcestershire sauce^finely chopped fresh parsley^spiced Gouda cheese^egg^all-purpose flour^water^seasoned dry bread crumbs^oil for frying,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  10 m  ^  Ready In  ^  25 m  ^  Place ground veal in a skillet over medium heat. Cook, stirring to crumble, until evenly browned. Set aside.  ^  Melt butter in a saucepan over low heat. Stir in flour until smooth, and cook for about 2 minutes. Gradually stir in milk, then chicken broth to make a smooth thick sauce. Add the cooked ground veal, and season with paprika, chili powder, curry powder, salt, pepper , Worcestershire sauce, and parsley. Stir to blend well. Remove from heat, and set aside to cool to room temperature.  ^  When the meat mixture is cooled and slightly firm, shape into cylinders 3 to 4 inches long, and 1 1 /2 inches wide. If you wish, press a strip of the spiced Gouda cheese into the center, making sure it is completely surrounded. In a small bowl, whisk together the egg and water. Place bread crumbs on a plate or tray. Coat croquettes with flour, then dip in the beaten egg mixture, then roll the croquettes in the crumbs to coat. Repeat the coating process if a thicker breading is desired.  ^   ^Heat oil in a large skillet over medium-high heat. When oil is hot, fry croquettes until golden brown on all sides. If you have a deep-fryer, they can be deep-fried instead. Remove to paper towels to drain, and serve hot.   ^]",15,10,25,easy,https://images.media-allrecipes.com/userphotos/720x405/2534884.jpg
274,274,14553,Lemon and Thyme Lamb Chops,olive oil^lemon juice^chopped fresh thyme^salt and pepper to taste^lamb chops,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  1 h 20 m  ^  Stir together olive oil, lemon juice, and thyme in a small bowl. Season with salt and pepper to taste. Place lamb chops in a shallow dish, and brush with the olive oil mixture. Marinate in the refrigerator for 1 hour.  ^  Preheat grill for high heat.  ^   ^Lightly oil grill grate. Place lamb chops on grill, and discard marinade. Cook for 10 minutes, turning once, or to desired doneness.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/250x250/687374.jpg
275,275,86919,Sarah's Pasta Salad,uncooked rotini pasta^avocado^large tomato^Ranch dressing^crumbled cooked bacon,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  20 m  ^  Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes, until al dente. Drain, and rinse under cold running water to cool.  ^   ^In a bowl, gently toss together pasta, avocado, tomato, dressing, and bacon. Chill until ready to serve.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/250x250/1012416.jpg
276,276,256768,Tennessee Sausage 'N Cheese Dip,ground pork sausage (such as Odom's Tennessee Pride®)^butter^milk^McCormick® Pork Gravy Mix^processed cheese product (such as Velveeta®)^diced tomatoes and green chiles (such as RO*TEL®) undrained,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  15 m  ^  Ready In  ^  20 m  ^  Brown sausage in large skillet on medium-high heat. Drain fat. Set aside.  ^  Melt butter in large saucepan on medium heat. Stir in milk and Gravy Mix with a whisk. Stirring frequently, cook on medium heat until gravy comes to boil. Reduce heat and simmer 2 minutes, stirring occasionally.  ^   ^Stir in cooked sausage, cheese and tomatoes. Cook 3 to 5 minutes or until cheese is melted, stirring frequently.   ^]",5,15,20,easy,https://images.media-allrecipes.com/userphotos/720x405/1292336.jpg
277,277,234068,Bacon Pea Salad,bacon^mayonnaise^honey^white sugar^salt and ground black pepper to taste^fresh green peas^celery^cubed Cheddar cheese^chopped onion,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  50 m  ^  Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels and crumble. Reserve 1 tablespoon bacon grease.  ^  Whisk mayonnaise, reserved bacon grease, honey, sugar, salt, and black pepper together in a bowl until dressing is smooth.  ^   ^Mix bacon, peas, celery, Cheddar cheese, and onion together in a bowl. Drizzle dressing over salad and toss to coat. Refrigerate until chilled, about 30 minutes.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/1955373.jpg
278,278,23091,Kylie's Ham Delights,thinly sliced cooked ham^crushed pineapple^provolone cheese^large plain croissants,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  10 m  ^  Ready In  ^  15 m  ^   ^Combine ham and pineapple in skillet. Saute over medium heat until most of the pineapple juice has cooked off. Separate mixture into 5 sections in skillet and place one slice of cheese on top of each; cook until cheese melts. Serve on top of warm croissants.   ^]",5,10,15,easy,https://images.media-allrecipes.com/userphotos/720x405/999619.jpg
279,279,24600,Sausage Cheese Dip,ground pork sausage^loaf processed cheese^sour cream^diced tomatoes with green chile peppers^green onions,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  10 m  ^  Ready In  ^  15 m  ^  Place ground pork sausage in a large, deep skillet. Cook over medium high heat until evenly brown.  ^  In a medium saucepan over medium heat, melt processed cheese.  ^   ^Drain sausage and mix in a medium bowl with the melted processed cheese, sour cream, diced tomatoes with green chile peppers and green onions.   ^]",5,10,15,easy,https://images.media-allrecipes.com/userphotos/720x405/1013589.jpg
280,280,233431,6 Can Chicken Tortilla Soup,black beans drained^chicken broth^kernel corn^fl oz) can chicken chunks^cream of chicken soup^diced tomatoes with green chile peppers (such as RO*TEL®),"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  20 m  ^  Ready In  ^  25 m  ^   ^Stir black beans, chicken broth, corn, chicken chunks, cream of chicken soup, and diced tomatoes with green chile peppers together in a saucepan; bring to a boil, reduce heat to low, and cook at a simmer for 20 minutes.   ^]",5,20,25,easy,https://images.media-allrecipes.com/userphotos/720x405/1452850.jpg
281,281,177115,Feta-Stuffed Hamburgers,lean ground beef^Worcestershire sauce^dried parsley^salt and pepper to taste^crumbled feta cheese,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  15 m  ^  Ready In  ^  20 m  ^  Preheat an outdoor grill for medium heat, and lightly oil the grate.  ^  Knead together the ground beef, Worcestershire sauce, parsley, salt, and pepper in a bowl. Form the mixture into 8 equal-sized balls; flatten to make thin patties. Place about 1/4 cup of feta cheese onto each of four of the patties. Top each of the patties with cheese with one of the patties without; press the edges together to seal the cheese into the center.  ^   ^Cook on the preheated grill until the burgers are cooked to your desired degree of doneness, 7 to 8 minutes per side for well done. An instant-read thermometer inserted into the center should read 160 degrees F (70 degrees C).   ^]",5,15,20,easy,https://images.media-allrecipes.com/userphotos/720x405/3636202.jpg
282,282,16198,Cherry Chicken Lettuce Wraps,canola oil^skinless boneless chicken breast halves^minced fresh ginger root^rice vinegar^teriyaki sauce^honey^dark sweet cherries pitted and halved^shredded carrots^chopped green onion^toasted and sliced almonds^lettuce leaves,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  10 m  ^  Ready In  ^  25 m  ^  Heat 1 tablespoon oil in a large skillet over medium-high heat. Saute chicken and ginger in hot oil until chicken is cooked through, 7 to 10 minutes. Set aside.  ^  Whisk vinegar, teriyaki sauce, remaining 1 tablespoon oil, and honey together in a bowl. Add chicken mixture, cherries, carrots, green onion, and almonds; toss to combine.  ^   ^Spoon 1/12 the chicken/cherry mixture onto the center of each lettuce leaf; roll leaf around filling and serve.   ^]",15,10,25,easy,https://images.media-allrecipes.com/userphotos/720x405/3553464.jpg
283,283,237610,Spicy Peanut Chicken Stir-Fry,Sauce:^chicken broth^soy sauce^cornstarch^white sugar^white vinegar^cayenne pepper^Stir-fry:^vegetable oil^skinless boneless chicken thighs^garlic^red bell pepper^dry roasted peanuts^green onions,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  10 m  ^  Ready In  ^  25 m  ^  Mix chicken broth, soy sauce, cornstarch, sugar, vinegar, and cayenne pepper together in a bowl until sauce is smooth.  ^  Heat oil in a wok or large skillet over medium-high heat; saute chicken and garlic until chicken is no longer pink in the center, 5 to 10 minutes. Add red bell pepper and saute until slightly tender, about 1 minute.  ^   ^Stir sauce into chicken chicken mixture and cook until thickened, about 1 minute. Stir peanuts into chicken mixture and garnish with green onions.   ^]",15,10,25,easy,https://images.media-allrecipes.com/userphotos/720x405/205605.jpg
284,284,154022,Ham Pineapple Sandwiches,crushed pineapple^white sugar^chopped walnuts^cream cheese^milk^whole-grain bread^thin slices deli ham,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  40 m  ^  In a saucepan, combine the pineapple and sugar. Bring to a boil, then cook over medium heat, stirring constantly, until thickened, 5 to 10 minutes. Remove from the heat and cool. When cool, stir in the walnuts.  ^  In a medium bowl, stir cream cheese to soften, then stir in enough milk to make it easy to spread. Blend in the pineapple mixture. This part can be made the day before if you like.  ^   ^Spread about 2 tablespoons of the pineapple mixture onto one side of 12 slices of bread. Top each one of these with 5 thin slices of ham. Top with remaining bread slices.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/4574491.jpg
285,285,132934,Maple-Mustard Glazed Pork Chops,lightly packed brown sugar^fresh-ground black pepper^salt^onion powder^paprika^boneless pork loin chops^pure maple syrup^spicy brown mustard,"[ \ directions\ :  ^Prep  ^  10 m  ^  Cook  ^  12 m  ^  Ready In  ^  6 h 22 m  ^  Stir together the brown sugar, pepper, salt, onion powder, and paprika in a bowl. Coat the pork chops with this mixture on both sides. Cover and place in the refrigerator 6 hours to overnight.  ^   ^Place oven rack in it s highest position. Set oven to Broil.  ^,  Place pork chops onto a slotted, two-piece broiler pan. Stir together the maple syrup and spicy mustard. Broil pork chops for 5 minutes, then turn over, and broil for another 5 minutes. Brush the tops with the mustard glaze, and cook for 1 minute. Turn the chops over, brush again, and broil for an additional minute, or until cooked to your desired degree of doneness. Remove pork chops to serving plates and top with additional glaze, if desired.  ^ ]",10,12,22,easy,https://images.media-allrecipes.com/userphotos/250x250/286806.jpg
286,286,20559,Tri-Tip Rub,garlic powder^salt^ground black pepper^tri tip roast,"[  ^ directions : Prep  ^,  5 m  ^  Ready In  ^  5 m  ^  Preheat an outdoor grill for high heat and lightly oil grate.  ^  In a medium bowl, combine garlic powder, salt and pepper. Mix together and coat both sides of tri tip.  ^   ^Sear both sides on hot grill then cook 20-25 minutes or until center is light pink. Slice at an angle.   ^]",5,5,10,easy,https://images.media-allrecipes.com/userphotos/250x250/1009762.jpg
287,287,254232,Authentic Thai Basil Chicken (Very Easy and Fast),vegetable oil^onion^garlic^large skinless boneless chicken breast^oyster sauce^soy sauce^white sugar^small chile peppers^water^fresh basil leaves,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  9 m  ^  Ready In  ^  24 m  ^   ^Heat oil in a wok or large skillet over medium heat. Add onion and garlic; cook and stir until fragrant, about 30 seconds. Add chicken; cook and stir until no longer pink, about 5 minutes. Stir in oyster sauce, soy sauce, and sugar. Stir in chile peppers. Pour in water. Cook until slightly thickened, 3 to 5 minutes. Stir in basil before serving.   ^]",15,9,24,easy,https://images.media-allrecipes.com/userphotos/720x405/1131498.jpg
288,288,87234,Mexcellent Cheeseburgers,ground beef chuck^hot pepper sauce^avocado^Monterey Jack cheese^jumbo English muffins split and toasted^Dijon mustard^diced green chile peppers,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  20 m  ^  Divide the ground beef into three even portions. Season each one with some hot pepper sauce. I ball up the meat, and poke my finger into it, then fill the hole with hot sauce. Flatten into patties just a little larger than the English muffins.  ^  Heat a skillet over medium-high heat. Cover, and cook the beef patties for about 4 minutes per side, or until well done. Top each patty with two pieces of cheese in an criss cross pattern. Cover, and turn off the heat.  ^   ^Arrange the toasted English muffins on a serving plate. Spread the bottom half with a thin coating of Dijon mustard. Place a few slices of avocado over the mustard, and use a fork to mash into the nooks and crannies. Place the beef patties on top of the avocado, and top with a layer of green chilies. Plop the other halves of the English muffins on top. Serve and enjoy!   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/972278.jpg
289,289,234528,"Fat Sam's Meaty Melted Man Dip - Is It Football Season, Yet???",pork breakfast sausage^taco seasoning mix divided^water divided^processed cheese food^Louisiana-style hot sauce,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  20 m  ^  Ready In  ^  25 m  ^  Heat a large skillet over medium-high heat. Cook and stir sausage in the hot skillet until browned and crumbly, 5 to 7 minutes; drain in a colander and discard grease. Transfer sausage to a large saucepan.  ^  Stir 1 package taco seasoning into sausage and cook over medium heat until fragrant, about 5 minutes. Add 2 cups water and remaining package taco seasoning. Stir until seasoning is dissolved; simmer for 5 minutes more. Reduce heat to low.  ^   ^Gradually add cheese food, stirring until cheese is evenly melted, 5 to 7 minutes. Mix hot sauce into melted cheese mixture. If the mixture becomes too thick, add remaining 1 cup water, as needed.   ^]",5,20,25,easy,https://images.media-allrecipes.com/userphotos/720x405/4536614.jpg
290,290,254279,Chef John's Yucatan-Style Grilled Pork,oranges juiced^lemons juiced^limes juiced^garlic^kosher salt^annatto powder^ground dried chipotle pepper^ground cumin^cayenne pepper^dried oregano^freshly ground black pepper^pork tenderloins^vegetable oil,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  8 m  ^  Ready In  ^  4 h 23 m  ^  Place orange juice, lemon juice, and lime juice in a bowl. Add garlic, kosher salt, annatto powder, chipotle powder, ground cumin, cayenne, oregano, and black pepper. Whisk until well blended.  ^  Cut the tenderloins in half crosswise; cut each piece in half lengthwise. Place pieces in marinade and thoroughly coat with the mixture. Cover with plastic wrap with the wrap touching the surface of the meat and marinade. (Or transfer mixture to a resealable plastic bag.) Refrigerate 4 to 6 hours.  ^  Transfer pieces of pork from marinade to a paper-towel-lined bowl to absorb most of the moisture. Discard paper towels. Drizzle vegetable oil and a bit more annatto powder on the pork.  ^  Preheat an outdoor grill for medium-high heat and lightly oil the grate.  ^   ^Place pieces evenly spaced on a hot grill. Allow meat to sear onto the grate until pieces can be easily turned, 4 or 5 minutes. Turn and grill on the other side another 4 or 5 minutes. An instant-read thermometer inserted into the center should read 135 to 140 degrees F (63 degrees C). Transfer onto a serving platter and allow meat to rest about 5 minutes before serving.   ^]",15,8,23,easy,https://images.media-allrecipes.com/userphotos/720x405/967973.jpg
291,291,237647,Skillet Burrito Bowl,vegetable oil^ground beef^fajita seasoning^pinto beans drained and rinsed^salsa^cooked brown rice^shredded Mexican cheese blend,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  5 m  ^  Ready In  ^  15 m  ^  Heat oil n a large skillet over medium-high heat. Cook and stir beef in the hot skillet until browned and crumbly, 5 to 10 minutes; drain and discard grease. Stir fajita seasoning into ground beef until evenly coated.  ^   ^Mix pinto beans, salsa, and brown rice into ground beef mixture; top with Mexican cheese blend.   ^]",10,5,15,easy,https://images.media-allrecipes.com/userphotos/720x405/432846.jpg
292,292,213592,Orzo Ham Salad,uncooked orzo pasta^mayonnaise^sour cream^cider vinegar^Dijon mustard^yellow mustard^chopped fresh chives^white sugar^black pepper^salt^chopped fully cooked ham^diced red onion^chopped green bell pepper^halved cherry,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  50 m  ^  Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the orzo, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 11 minutes. Drain and rinse with cold water in a colander set in the sink.  ^  Whisk together the mayonnaise, sour cream, cider vinegar, Dijon and yellow mustard, chives, sugar, black pepper, and salt in a bowl.  ^   ^Place the cooked and cooled pasta, ham, red onion, green pepper, and tomatoes in a large bowl. Toss together with the dressing. Cover and refrigerate for 30 minutes before serving.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/1941015.jpg
